id,pth,label,relFCs,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,upper_lip_x,upper_lip_y,nose_tip_x,nose_tip_y,forehead_glabella_x,forehead_glabella_y,lower_lip_x,lower_lip_y,right_eye_outer_x,right_eye_outer_y,right_cheek_x,right_cheek_y,mouth_right_corner_x,mouth_right_corner_y,right_eyebrow_outer_x,right_eyebrow_outer_y,right_eyebrow_inner_x,right_eyebrow_inner_y,right_eye_inner_x,right_eye_inner_y,chin_x,chin_y,left_eye_outer_x,left_eye_outer_y,left_cheek_x,left_cheek_y,mouth_left_corner_x,mouth_left_corner_y,left_eyebrow_outer_x,left_eyebrow_outer_y,left_eyebrow_inner_x,left_eyebrow_inner_y,left_eye_inner_x,left_eye_inner_y
19939,neutral/ffhq_4972.png,anger,0.7817872708318433,0.0,0.0,2.19,0.0,0.53,0.05,0.0,0.27,0.59,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015629231929779053,0.09779345989227295,0.0,0.0,-0.04764914512634277,-0.3684688210487366,-0.01887500286102295,0.16840505599975586,-0.24594345688819885,-0.14359694719314575,-0.24814963340759277,-0.009845972061157227,-0.1322091817855835,0.13298726081848145,-0.30674339830875397,-0.2006152868270874,-0.09434351325035095,-0.22989994287490845,-0.12243276834487915,-0.14377063512802124,-0.032293498516082764,0.30993175506591797,0.12061512470245361,-0.15242630243301392,0.13893836736679077,-0.02507615089416504,0.05336582660675049,0.12116563320159912,0.16043972969055176,-0.20774659514427185,0.018934190273284912,-0.2309739589691162,0.019193053245544434,-0.14704051613807678
6384,disgust/image0032093.jpg,anger,0.7835929039825168,0.0,0.0,0.36,0.0,0.06,0.62,0.0,2.14,0.53,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04963791370391846,0.09006708860397339,0.0,0.0,0.090067058801651,-0.46315690875053406,0.061638325452804565,0.24259990453720093,-0.0422649085521698,-0.22822949290275574,-0.0681411623954773,-0.06970417499542236,0.009706348180770874,0.12487781047821045,-0.07260599732398987,-0.2879541516304016,0.018388360738754272,-0.29537665843963623,0.041471004486083984,-0.21115845441818237,0.10152539610862732,0.3712601065635681,0.3269326388835907,-0.1904807686805725,0.3330329954624176,-0.022384583950042725,0.23358115553855896,0.15705984830856323,0.4024430811405182,-0.25213348865509033,0.12874194979667664,-0.292036771774292,0.18305841088294983,-0.1948854923248291
3763,contempt/image0031407.jpg,anger,0.7189141912198641,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.18,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008035123348236084,0.0879717469215393,0.0,0.0,-0.01518857479095459,-0.41744711995124817,0.014256894588470459,0.15288013219833374,-0.18126565217971802,-0.18617373704910278,-0.1888170838356018,-0.034576594829559326,-0.08812513947486877,0.11540299654006958,-0.23528140783309937,-0.2370700240135193,-0.06176513433456421,-0.26613548398017883,-0.07227489352226257,-0.1793372631072998,0.018076777458190918,0.29492610692977905,0.16494905948638916,-0.18993330001831055,0.18965649604797363,-0.04627799987792969,0.11326229572296143,0.10574603080749512,0.2171788215637207,-0.24203580617904663,0.04378551244735718,-0.2648250460624695,0.056146860122680664,-0.1807255744934082
21018,neutral/ffhq_846.png,anger,0.7659754775025253,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071762800216674805,0.07915925979614258,0.0,0.0,0.006351053714752197,-0.3891913592815399,0.014193952083587646,0.14809364080429077,-0.1707630753517151,-0.163587749004364,-0.17545747756958008,-0.028181135654449463,-0.06977957487106323,0.11432009935379028,-0.21849370002746582,-0.2199777364730835,-0.051721662282943726,-0.24325856566429138,-0.058985382318496704,-0.15883398056030273,0.025481224060058594,0.2703334093093872,0.21091431379318237,-0.17358672618865967,0.21678656339645386,-0.034224510192871094,0.1091763973236084,0.11494839191436768,0.2594432830810547,-0.2328702211380005,0.06799012422561646,-0.24782931804656982,0.09161514043807983,-0.16312798857688904
2398,anger/image0027268.jpg,anger,0.8435901341194822,0.0,0.0,1.4,0.0,1.08,1.85,0.0,0.35,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09962719678878784,0.12388420104980469,0.0,0.0,-0.07211470603942871,-0.5759541392326355,-0.15001767873764038,0.31642210483551025,-0.41166049242019653,-0.25414496660232544,-0.44724564254283905,-0.045906782150268555,-0.354341059923172,0.19180965423583984,-0.501133918762207,-0.3594230115413666,-0.13655823469161987,-0.37010282278060913,-0.22946566343307495,-0.2433379888534546,-0.2483234405517578,0.4497714042663574,0.007389485836029053,-0.28491413593292236,0.011403560638427734,-0.07505065202713013,-0.09319716691970825,0.1709059476852417,0.05073803663253784,-0.3737889528274536,-0.0020351409912109375,-0.3715338408946991,-0.07474714517593384,-0.2598884105682373
270,anger/image0005221.jpg,anger,0.8233804198791674,0.0,0.0,0.0,0.0,0.52,0.0,0.0,1.17,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04296666383743286,0.10215973854064941,0.0,0.0,0.03723558783531189,-0.43801382184028625,0.06067782640457153,0.18093478679656982,-0.10453146696090698,-0.1922527551651001,-0.11226218938827515,-0.030491411685943604,-0.01660740375518799,0.14253658056259155,-0.1487930417060852,-0.2457478642463684,-0.026916474103927612,-0.270099401473999,0.0004615187644958496,-0.18512409925460815,0.10198795795440674,0.33754467964172363,0.29144394397735596,-0.20304220914840698,0.30981022119522095,-0.0403132438659668,0.20206445455551147,0.13683199882507324,0.3551710247993469,-0.26675742864608765,0.09321951866149902,-0.27658480405807495,0.1484624147415161,-0.18805766105651855
1565,anger/image0021421.jpg,anger,0.7537903837259852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02127474546432495,0.10773760080337524,0.0,0.0,-0.08171457052230835,-0.44975388050079346,-0.028403282165527344,0.20218181610107422,-0.3439490795135498,-0.1857537031173706,-0.33018964529037476,-0.007868349552154541,-0.18449458479881287,0.16645467281341553,-0.4131856709718704,-0.2585725784301758,-0.14208385348320007,-0.3059659004211426,-0.1804187297821045,-0.18220573663711548,-0.05385047197341919,0.36044424772262573,0.11301827430725098,-0.20335763692855835,0.13921576738357544,-0.038745224475860596,0.06446975469589233,0.14609432220458984,0.15007472038269043,-0.27340930700302124,0.00777667760848999,-0.3053777813911438,-0.009002387523651123,-0.18737435340881348
26433,surprise/image0027306.jpg,anger,0.7595279661918615,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.75,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04744330048561096,0.09233367443084717,0.0,0.0,0.054873496294021606,-0.5174413621425629,0.06479838490486145,0.17138516902923584,-0.07446718215942383,-0.27203798294067383,-0.08154171705245972,-0.09737682342529297,0.008294820785522461,0.09264439344406128,-0.11619779467582703,-0.3479868173599243,-0.018161863088607788,-0.33903345465660095,0.023086249828338623,-0.24541670083999634,0.12114295363426208,0.31196171045303345,0.32078513503074646,-0.24597489833831787,0.3329099118709564,-0.058133721351623535,0.208144873380661,0.12023943662643433,0.39485105872154236,-0.3231674134731293,0.1109747588634491,-0.33438658714294434,0.16691961884498596,-0.23312589526176453
1878,anger/image0023666.jpg,anger,0.8256734050930856,0.0,0.0,0.6,0.0,1.14,0.24,0.0,1.21,0.38,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009841859340667725,0.06997007131576538,0.0,0.0,0.018210500478744507,-0.37505748867988586,0.00703015923500061,0.23786598443984985,-0.15492630004882812,-0.12317666411399841,-0.18279573321342468,-0.013503789901733398,-0.10052376985549927,0.11999017000198364,-0.2053825855255127,-0.17807024717330933,-0.04069444537162781,-0.22250217199325562,-0.04042878746986389,-0.12453615665435791,0.027001887559890747,0.36343085765838623,0.24196699261665344,-0.1389433741569519,0.26037392020225525,-0.012827038764953613,0.16796019673347473,0.13695335388183594,0.295841246843338,-0.2036098837852478,0.08143159747123718,-0.23642951250076294,0.1124487817287445,-0.1312451958656311
470,anger/image0009286.jpg,anger,0.8046001735250845,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014310181140899658,0.08155608177185059,0.0,0.0,-0.11713188886642456,-0.4124656021595001,0.03115302324295044,0.1579713225364685,-0.27331915497779846,-0.1402406096458435,-0.2503560185432434,0.010221540927886963,-0.09439605474472046,0.14085769653320312,-0.3499740660190582,-0.17789632081985474,-0.13746654987335205,-0.23881089687347412,-0.14215412735939026,-0.15920183062553406,0.05505138635635376,0.30456286668777466,0.13143455982208252,-0.22135871648788452,0.18195348978042603,-0.08117455244064331,0.11371994018554688,0.09046459197998047,0.16855692863464355,-0.2835384011268616,-0.014415979385375977,-0.2659582495689392,0.014670014381408691,-0.1892547905445099
10439,fear/image0038348.jpg,anger,0.8269162805206349,0.0,0.0,1.18,0.0,0.39,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.008784651756286621,0.15468275547027588,0.0,0.0,-0.025408625602722168,-0.6125075221061707,-0.013901233673095703,0.24915748834609985,-0.3242724537849426,-0.2686474323272705,-0.34092122316360474,-0.04501253366470337,-0.19554829597473145,0.1992572546005249,-0.40716832876205444,-0.3499797284603119,-0.11095219850540161,-0.39367368817329407,-0.13947835564613342,-0.2612909972667694,-0.0231209397315979,0.4617069959640503,0.25502264499664307,-0.28156578540802,0.27620577812194824,-0.0619736909866333,0.14491403102874756,0.1866557002067566,0.32507216930389404,-0.3641819953918457,0.0729517936706543,-0.39532217383384705,0.08310413360595703,-0.2655402421951294
39,anger/image0000949.jpg,anger,0.7985818555028823,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019763708114624023,0.09024584293365479,0.0,0.0,-0.010605961084365845,-0.49322789907455444,-0.0027240514755249023,0.17154377698898315,-0.23621541261672974,-0.24375325441360474,-0.2390596866607666,-0.07110059261322021,-0.12089920043945312,0.10533010959625244,-0.2904660403728485,-0.3155648112297058,-0.07933834195137024,-0.3155054450035095,-0.09802967309951782,-0.22706127166748047,-0.0077705979347229,0.2931213974952698,0.20323973894119263,-0.25241196155548096,0.21250241994857788,-0.08366912603378296,0.1018725037574768,0.09534204006195068,0.2520025372505188,-0.3238816559314728,0.0625225305557251,-0.3155381679534912,0.07272720336914062,-0.23062089085578918
1877,anger/image0023665.jpg,anger,0.7911468768928757,0.0,0.0,0.22,0.0,0.47,1.51,0.0,0.5,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0009378492832183838,0.07324409484863281,0.0,0.0,0.018347740173339844,-0.494392067193985,-0.003202676773071289,0.150188148021698,-0.26203714311122894,-0.2331066131591797,-0.27670103311538696,-0.0707595944404602,-0.13543665409088135,0.09538644552230835,-0.3324233293533325,-0.30191749334335327,-0.07742640376091003,-0.3000643253326416,-0.095176100730896,-0.21325147151947021,-0.0023292899131774902,0.28186744451522827,0.29206782579421997,-0.226175457239151,0.29755961894989014,-0.062338829040527344,0.14120513200759888,0.10094243288040161,0.3701246380805969,-0.29427140951156616,0.10485535860061646,-0.297715425491333,0.12104487419128418,-0.21043556928634644
47,anger/image0001062.jpg,anger,0.8256761193251171,0.0,0.0,0.5,0.0,0.0,1.74,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021285414695739746,0.09343302249908447,0.0,0.0,-0.017137527465820312,-0.4089154005050659,0.03283512592315674,0.3091239929199219,-0.17925044894218445,-0.14878368377685547,-0.18505334854125977,0.003368854522705078,-0.08225876092910767,0.17580997943878174,-0.22800862789154053,-0.204626202583313,-0.06651186943054199,-0.2528409957885742,-0.06254938244819641,-0.1480596363544464,0.055260539054870605,0.40433210134506226,0.21570760011672974,-0.18396061658859253,0.24386799335479736,-0.0338478684425354,0.17092978954315186,0.15888911485671997,0.2597622871398926,-0.25121498107910156,0.05405455827713013,-0.2657192349433899,0.08794689178466797,-0.16219651699066162
2026,anger/image0024830.jpg,anger,0.8458010748937645,0.0,0.0,0.0,0.0,1.01,1.53,0.0,1.87,0.53,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0026599466800689697,0.11820971965789795,0.0,0.0,0.06388676166534424,-0.4091082215309143,0.0010223984718322754,0.24738317728042603,-0.19797873497009277,-0.15633803606033325,-0.23211482167243958,-0.0027613043785095215,-0.13593143224716187,0.18060117959976196,-0.2465955913066864,-0.2278529405593872,-0.03320002555847168,-0.2720578908920288,-0.05515843629837036,-0.15225020051002502,-0.0078410804271698,0.429815411567688,0.29148322343826294,-0.1414315104484558,0.29796212911605835,0.013282716274261475,0.1748383641242981,0.18924593925476074,0.36385709047317505,-0.20610445737838745,0.1219903826713562,-0.2658209800720215,0.13905096054077148,-0.14715635776519775
